"region","parameter","subregion","value_effect","error_prediction_effect","value_difference_effect"
"WESTERN EUROPE","co","ad",-75.7572629609666,NA,NA
"WESTERN EUROPE","co","brussels",-70.219611516579,NA,NA
"WESTERN EUROPE","co","flanders",-76.3609095111211,NA,NA
"WESTERN EUROPE","co","wallonia",-73.631590435845,NA,NA
"WESTERN EUROPE","co","canton of bern",-47.5906224594117,NA,NA
"WESTERN EUROPE","co","schwyz",-54.4903661592273,NA,NA
"WESTERN EUROPE","co","ticino",-43.7315689909233,NA,NA
"WESTERN EUROPE","co","vaud",-45.2535268537312,NA,NA
"WESTERN EUROPE","co","zurich",-46.4452438754461,NA,NA
"WESTERN EUROPE","co","bavaria",-61.6624010273752,NA,NA
"WESTERN EUROPE","co","berlin",-62.035939815495,NA,NA
"WESTERN EUROPE","co","brandenburg",-72.94697572945,NA,NA
"WESTERN EUROPE","co","bremen",-63.4299401129327,NA,NA
"WESTERN EUROPE","co","hamburg",-63.1651118734815,NA,NA
"WESTERN EUROPE","co","hesse",-62.9646049569108,NA,NA
"WESTERN EUROPE","co","lower saxony",-65.8593975605529,NA,NA
"WESTERN EUROPE","co","mecklenburg-vorpommern",-69.3919477577535,NA,NA
"WESTERN EUROPE","co","rhineland-palatinate",-63.8630345469138,NA,NA
"WESTERN EUROPE","co","saarland",-63.1692554083512,NA,NA
"WESTERN EUROPE","co","saxony-anhalt",-71.0269266751425,NA,NA
"WESTERN EUROPE","co","capital region of denmark",-41.9509373137608,NA,NA
"WESTERN EUROPE","co","central denmark region",-45.1276925392525,NA,NA
"WESTERN EUROPE","co","region of southern denmark",-45.8779333104771,NA,169.637256343644
"WESTERN EUROPE","co","region zealand",-46.9683845592836,NA,168.546805094838
"WESTERN EUROPE","co","andalusia",-54.0723654441366,NA,161.442824209985
"WESTERN EUROPE","co","aragon",-55.6660288569139,NA,159.849160797207
"WESTERN EUROPE","co","asturias",-56.5973748254626,NA,158.917814828659
"WESTERN EUROPE","co","balearic islands",-53.4936150275041,NA,162.021574626617
"WESTERN EUROPE","co","basque country",-53.1902896851827,NA,162.324899968939
"WESTERN EUROPE","co","cantabria",-53.7524694379517,NA,161.76272021617
"WESTERN EUROPE","co","castile-la mancha",-56.3777713488333,NA,159.137418305288
"WESTERN EUROPE","co","catalonia",-56.2007869204107,NA,159.314402733711
"WESTERN EUROPE","co","community of madrid",-53.1908979269103,NA,162.324291727211
"WESTERN EUROPE","co","es",-55.2307223602992,NA,160.284467293822
"WESTERN EUROPE","co","extremadura",-56.0575493153228,NA,159.457640338799
"WESTERN EUROPE","co","galicia",-57.8575189670453,NA,157.657670687076
"WESTERN EUROPE","co","la rioja",-56.2411242293581,NA,159.274065424763
"WESTERN EUROPE","co","navarre",-60.6354997144697,NA,154.879689939652
"WESTERN EUROPE","co","region of murcia",-58.3683634068088,NA,157.146826247313
"WESTERN EUROPE","co","valencian community",-54.8323982520952,NA,160.682791402026
"WESTERN EUROPE","co","centre-val de loire",-54.8364553438359,NA,160.678734310285
"WESTERN EUROPE","co","fr",-53.5621016706441,NA,161.953087983477
"WESTERN EUROPE","co","grand est",-54.4646250458776,NA,161.050564608244
"WESTERN EUROPE","co","hauts-de-france",-51.3916278292991,NA,164.123561824822
"WESTERN EUROPE","co","pays de la loire",-53.9202031726718,NA,161.59498648145
"WESTERN EUROPE","co","county cork",-55.9902620547683,NA,159.524927599353
"WESTERN EUROPE","co","county dublin",-51.3166130305318,NA,164.19857662359
"WESTERN EUROPE","co","emilia-romagna",-57.5496045910855,NA,157.965585063036
"WESTERN EUROPE","co","lazio",-53.5248315666003,NA,161.990358087521
"WESTERN EUROPE","co","lu",-47.2021016706441,NA,168.313087983477
"WESTERN EUROPE","co","north holland",-45.5149504441596,NA,170.000239209962
"WESTERN EUROPE","co","oslo",-53.6153376238936,NA,161.899852030228
"WESTERN EUROPE","co","aveiro district",-73.8937513965364,NA,141.621438257585
"WESTERN EUROPE","co","faro district",-71.6952200270971,NA,143.819969627024
"WESTERN EUROPE","co","lisbon",-75.1806084345519,NA,140.334581219569
"WESTERN EUROPE","co","porto district",-76.4059287085928,NA,139.109260945529
"WESTERN EUROPE","co","setubal",-76.0086393662048,NA,139.506550287917
"WESTERN EUROPE","no2","ad",49.2638768453423,NA,NA
"WESTERN EUROPE","no2","brussels",54.8015282897299,NA,NA
"WESTERN EUROPE","no2","flanders",48.6602302951878,NA,NA
"WESTERN EUROPE","no2","wallonia",51.3895493704639,NA,NA
"WESTERN EUROPE","no2","basel-landschaft",72.2234198026402,NA,NA
"WESTERN EUROPE","no2","basel city",79.1435125879422,NA,NA
"WESTERN EUROPE","no2","canton of bern",77.4305173468972,NA,NA
"WESTERN EUROPE","no2","ch",75.0390381356648,NA,NA
"WESTERN EUROPE","no2","geneva",81.8291127391358,NA,NA
"WESTERN EUROPE","no2","schwyz",70.5307736470816,NA,NA
"WESTERN EUROPE","no2","st. gallen",71.8805339200504,NA,NA
"WESTERN EUROPE","no2","thurgau",71.4340138230451,NA,NA
"WESTERN EUROPE","no2","ticino",81.2895708153856,NA,NA
"WESTERN EUROPE","no2","valais",79.7405921342753,NA,NA
"WESTERN EUROPE","no2","vaud",79.7676129525777,NA,NA
"WESTERN EUROPE","no2","zurich",78.5758959308628,NA,NA
"WESTERN EUROPE","no2","bavaria",63.3587387789337,NA,NA
"WESTERN EUROPE","no2","berlin",62.9851999908139,NA,NA
"WESTERN EUROPE","no2","brandenburg",52.0631452871094,NA,NA
"WESTERN EUROPE","no2","bremen",61.5911996933762,NA,NA
"WESTERN EUROPE","no2","hamburg",62.1225401395966,NA,NA
"WESTERN EUROPE","no2","hesse",62.0565348493981,NA,NA
"WESTERN EUROPE","no2","lower saxony",59.161742245756,NA,NA
"WESTERN EUROPE","no2","mecklenburg-vorpommern",55.6291920485554,NA,NA
"WESTERN EUROPE","no2","north rhine-westphalia",60.6194166415393,NA,NA
"WESTERN EUROPE","no2","rhineland-palatinate",61.1581052593951,NA,NA
"WESTERN EUROPE","no2","saarland",61.8518843979577,NA,NA
"WESTERN EUROPE","no2","saxony",58.6766097152263,NA,NA
"WESTERN EUROPE","no2","saxony-anhalt",53.9942131311664,NA,NA
"WESTERN EUROPE","no2","schleswig-holstein",59.2284102785746,NA,NA
"WESTERN EUROPE","no2","thuringia",51.4330222886917,NA,NA
"WESTERN EUROPE","no2","capital region of denmark",83.0702024925481,NA,NA
"WESTERN EUROPE","no2","central denmark region",79.8934472670564,NA,74.8831972317988
"WESTERN EUROPE","no2","north denmark region",76.048482401669,NA,71.0382323664114
"WESTERN EUROPE","no2","region of southern denmark",79.1432064958318,NA,74.1329564605742
"WESTERN EUROPE","no2","region zealand",78.0527552470253,NA,73.0425052117676
"WESTERN EUROPE","no2","andalusia",71.9739956963755,NA,66.9637456611179
"WESTERN EUROPE","no2","aragon",69.355110949395,NA,64.3448609141374
"WESTERN EUROPE","no2","asturias",68.4237649808463,NA,63.4135149455887
"WESTERN EUROPE","no2","balearic islands",71.510347384327,NA,66.5000973490693
"WESTERN EUROPE","no2","basque country",71.8308501211262,NA,66.8206000858686
"WESTERN EUROPE","no2","canary islands",70.989162705345,NA,65.9789126700874
"WESTERN EUROPE","no2","cantabria",71.2686703683572,NA,66.2584203330996
"WESTERN EUROPE","no2","castile-la mancha",72.0396904345834,NA,67.0294403993258
"WESTERN EUROPE","no2","catalonia",71.9489279003753,NA,66.9386778651176
"WESTERN EUROPE","no2","community of madrid",71.8302418793986,NA,66.819991844141
"WESTERN EUROPE","no2","es",70.0522639421164,NA,65.0420139068588
"WESTERN EUROPE","no2","extremadura",68.9635904909861,NA,63.9533404557285
"WESTERN EUROPE","no2","galicia",67.1636208392636,NA,62.153370804006
"WESTERN EUROPE","no2","la rioja",68.4336593977525,NA,63.4234093624948
"WESTERN EUROPE","no2","navarre",63.9185127327285,NA,58.9082626974709
"WESTERN EUROPE","no2","region of murcia",67.0075449253064,NA,61.9972948900488
"WESTERN EUROPE","no2","valencian community",70.1887415542137,NA,65.1784915189561
"WESTERN EUROPE","no2","central finland",60.4455385113707,NA,55.4352884761131
"WESTERN EUROPE","no2","kymenlaakso",58.9434081968605,NA,53.9331581616029
"WESTERN EUROPE","no2","lapland",62.4625875469628,NA,57.4523375117051
"WESTERN EUROPE","no2","northern ostrobothnia",59.3294325232591,NA,54.3191824880015
"WESTERN EUROPE","no2","northern savonia",58.1672358411717,NA,53.156985805914
"WESTERN EUROPE","no2","ostrobothnia",56.8869789175137,NA,51.876728882256
"WESTERN EUROPE","no2","pirkanmaa",59.8986099199819,NA,54.8883598847242
"WESTERN EUROPE","no2","south karelia",59.0609774484046,NA,54.050727413147
"WESTERN EUROPE","no2","southwest finland",57.4055978942903,NA,52.3953478590326
"WESTERN EUROPE","no2","uusimaa",61.7777875548973,NA,56.7675375196397
"WESTERN EUROPE","no2","brittany",68.8076296721633,NA,63.7973796369057
"WESTERN EUROPE","no2","centre-val de loire",70.184684462473,NA,65.1744344272154
"WESTERN EUROPE","no2","corsica",70.5309625279261,NA,65.5207124926685
"WESTERN EUROPE","no2","fr",71.4590381356648,NA,66.4487881004072
"WESTERN EUROPE","no2","grand est",70.5565147604313,NA,65.5462647251737
"WESTERN EUROPE","no2","hauts-de-france",73.6295119770098,NA,68.6192619417521
"WESTERN EUROPE","no2","normandy",71.0119389630589,NA,66.0016889278013
"WESTERN EUROPE","no2","nouvelle-aquitaine",70.2242742310748,NA,65.2140241958172
"WESTERN EUROPE","no2","occitanie",71.8751608436744,NA,66.8649108084168
"WESTERN EUROPE","no2","pays de la loire",71.1009366336371,NA,66.0906865983794
"WESTERN EUROPE","no2","gb",60.9577478130842,NA,55.9474977778265
"WESTERN EUROPE","no2","county cork",69.0308777515406,NA,64.0206277162829
"WESTERN EUROPE","no2","county dublin",73.7045267757771,NA,68.6942767405195
"WESTERN EUROPE","no2","emilia-romagna",67.4715352152234,NA,62.4612851799657
"WESTERN EUROPE","no2","lazio",71.4963082397086,NA,66.486058204451
"WESTERN EUROPE","no2","lu",77.8190381356648,NA,72.8087881004072
"WESTERN EUROPE","no2","drenthe",71.2968375718498,NA,66.2865875365922
"WESTERN EUROPE","no2","flevoland",75.8108711277962,NA,70.8006210925386
"WESTERN EUROPE","no2","friesland",70.320715829336,NA,65.3104657940784
"WESTERN EUROPE","no2","gelderland",74.4918028809235,NA,69.4815528456658
"WESTERN EUROPE","no2","groningen",76.7701250396177,NA,71.75987500436
"WESTERN EUROPE","no2","limburg",75.5256282084368,NA,70.5153781731792
"WESTERN EUROPE","no2","north brabant",76.929737717913,NA,71.9194876826553
"WESTERN EUROPE","no2","north holland",80.1008396031387,NA,75.0905895678811
"WESTERN EUROPE","no2","overijssel",76.5964062128647,NA,71.586156177607
"WESTERN EUROPE","no2","south holland",76.314586659321,NA,71.3043366240633
"WESTERN EUROPE","no2","utrecht",77.86553250762,NA,72.8552824723623
"WESTERN EUROPE","no2","zeeland",72.4866645917414,NA,67.4764145564837
"WESTERN EUROPE","no2","agder",56.4857127560136,NA,51.475462720756
"WESTERN EUROPE","no2","innlandet",60.1311957839476,NA,55.1209457486899
"WESTERN EUROPE","no2","no",63.5567800711487,NA,58.5465300358911
"WESTERN EUROPE","no2","oslo",71.4270214012944,NA,66.4167713660368
"WESTERN EUROPE","no2","rogaland",64.2800112590792,NA,59.2697612238216
"WESTERN EUROPE","no2","troms og finnmark",65.6198619318514,NA,60.6096118965938
"WESTERN EUROPE","no2","vestfold og telemark",60.1219935946823,NA,55.1117435594246
"WESTERN EUROPE","no2","vestland",64.5238268902731,NA,59.5135768550155
"WESTERN EUROPE","no2","viken",66.5714586639213,NA,61.5612086286637
"WESTERN EUROPE","no2","aveiro district",50.8179605778926,NA,45.807710542635
"WESTERN EUROPE","no2","braga",49.7281853525109,NA,44.7179353172532
"WESTERN EUROPE","no2","castelo branco district",52.5244126437018,NA,47.5141626084442
"WESTERN EUROPE","no2","faro district",52.6210864630412,NA,47.6108364277836
"WESTERN EUROPE","no2","leiria district",50.1208742024614,NA,45.1106241672037
"WESTERN EUROPE","no2","lisbon",49.840531371757,NA,44.8302813364994
"WESTERN EUROPE","no2","porto district",48.6152110977161,NA,43.6049610624585
"WESTERN EUROPE","no2","pt",49.54936071631,NA,44.5391106810524
"WESTERN EUROPE","no2","setubal",49.0125004401041,NA,44.0022504048464
"WESTERN EUROPE","no2","viana do castelo district",46.4265801403325,NA,41.4163301050748
"WESTERN EUROPE","no2","viseu district",48.791395921317,NA,43.7811458860594
"WESTERN EUROPE","o3","ad",52.5927451608488,NA,NA
"WESTERN EUROPE","o3","brussels",58.1303966052364,NA,NA
"WESTERN EUROPE","o3","wallonia",54.7184176859704,NA,NA
"WESTERN EUROPE","o3","basel-landschaft",75.5522881181467,NA,NA
"WESTERN EUROPE","o3","basel city",82.4723809034487,NA,NA
"WESTERN EUROPE","o3","canton of bern",80.7593856624037,NA,NA
"WESTERN EUROPE","o3","ch",78.3679064511713,NA,NA
"WESTERN EUROPE","o3","geneva",85.1579810546423,NA,NA
"WESTERN EUROPE","o3","lucerne",79.9098928310763,NA,NA
"WESTERN EUROPE","o3","schwyz",73.8596419625881,NA,NA
"WESTERN EUROPE","o3","st. gallen",75.2094022355569,NA,NA
"WESTERN EUROPE","o3","thurgau",74.7628821385516,NA,NA
"WESTERN EUROPE","o3","ticino",84.6184391308921,NA,NA
"WESTERN EUROPE","o3","valais",83.0694604497818,NA,NA
"WESTERN EUROPE","o3","vaud",83.0964812680842,NA,NA
"WESTERN EUROPE","o3","zurich",81.9047642463693,NA,NA
"WESTERN EUROPE","o3","bavaria",66.6876070944403,NA,NA
"WESTERN EUROPE","o3","berlin",66.3140683063204,NA,NA
"WESTERN EUROPE","o3","brandenburg",55.3920136026159,NA,NA
"WESTERN EUROPE","o3","bremen",64.9200680088827,NA,NA
"WESTERN EUROPE","o3","hamburg",65.4514084551031,NA,NA
"WESTERN EUROPE","o3","hesse",65.3854031649046,NA,NA
"WESTERN EUROPE","o3","lower saxony",62.4906105612625,NA,NA
"WESTERN EUROPE","o3","mecklenburg-vorpommern",58.9580603640619,NA,NA
"WESTERN EUROPE","o3","north rhine-westphalia",63.9482849570458,NA,NA
"WESTERN EUROPE","o3","rhineland-palatinate",64.4869735749016,NA,NA
"WESTERN EUROPE","o3","saarland",65.1807527134642,NA,NA
"WESTERN EUROPE","o3","saxony",62.0054780307328,NA,NA
"WESTERN EUROPE","o3","saxony-anhalt",57.3230814466729,NA,NA
"WESTERN EUROPE","o3","schleswig-holstein",62.5572785940811,NA,NA
"WESTERN EUROPE","o3","thuringia",54.7618906041982,NA,NA
"WESTERN EUROPE","o3","capital region of denmark",86.3990708080546,NA,NA
"WESTERN EUROPE","o3","central denmark region",83.2223155825629,NA,83.9601409753895
"WESTERN EUROPE","o3","north denmark region",79.3773507171756,NA,80.1151761100022
"WESTERN EUROPE","o3","region of southern denmark",82.4720748113383,NA,83.209900204165
"WESTERN EUROPE","o3","region zealand",81.3816235625318,181.379707200953,82.1194489553584
"WESTERN EUROPE","o3","andalusia",75.302864011882,175.300947650303,76.0406894047087
"WESTERN EUROPE","o3","aragon",72.6839792649015,172.682062903322,73.4218046577281
"WESTERN EUROPE","o3","asturias",71.7526332963528,171.750716934774,72.4904586891794
"WESTERN EUROPE","o3","balearic islands",74.8392156998335,174.837299338254,75.5770410926601
"WESTERN EUROPE","o3","basque country",75.1597184366327,175.157802075054,75.8975438294594
"WESTERN EUROPE","o3","canary islands",74.3180310208515,174.316114659273,75.0558564136782
"WESTERN EUROPE","o3","cantabria",74.5975386838637,174.595622322285,75.3353640766903
"WESTERN EUROPE","o3","castile-la mancha",75.3685587500899,175.366642388511,76.1063841429165
"WESTERN EUROPE","o3","catalonia",75.2777962158818,175.275879854303,76.0156216087084
"WESTERN EUROPE","o3","community of madrid",75.1591101949051,175.157193833326,75.8969355877318
"WESTERN EUROPE","o3","es",73.381132257623,173.379215896044,74.1189576504496
"WESTERN EUROPE","o3","extremadura",72.2924588064926,172.290542444914,73.0302841993193
"WESTERN EUROPE","o3","galicia",70.4924891547701,170.490572793191,71.2303145475968
"WESTERN EUROPE","o3","la rioja",72.1088838924573,172.106967530878,72.846709285284
"WESTERN EUROPE","o3","navarre",67.247381048235,167.245464686656,67.9852064410616
"WESTERN EUROPE","o3","region of murcia",70.3364132408129,170.334496879234,71.0742386336395
"WESTERN EUROPE","o3","valencian community",73.5176098697202,173.515693508141,74.2554352625469
"WESTERN EUROPE","o3","kymenlaakso",62.2722765123671,162.270360150788,63.0101019051937
"WESTERN EUROPE","o3","lapland",65.7914558624693,165.78953950089,66.5292812552959
"WESTERN EUROPE","o3","northern ostrobothnia",62.6583008387656,162.656384477187,63.3961262315922
"WESTERN EUROPE","o3","pirkanmaa",63.2274782354884,163.225561873909,63.965303628315
"WESTERN EUROPE","o3","southwest finland",60.7344662097968,160.732549848218,61.4722916026234
"WESTERN EUROPE","o3","uusimaa",65.1066558704038,165.104739508825,65.8444812632304
"WESTERN EUROPE","o3","brittany",72.1364979876698,172.134581626091,72.8743233804965
"WESTERN EUROPE","o3","centre-val de loire",73.5135527779795,173.5116364164,74.2513781708061
"WESTERN EUROPE","o3","corsica",73.8598308434326,173.857914481854,74.5976562362592
"WESTERN EUROPE","o3","fr",74.7879064511713,174.785990089592,75.525731843998
"WESTERN EUROPE","o3","grand est",73.8853830759378,173.883466714359,74.6232084687645
"WESTERN EUROPE","o3","hauts-de-france",76.9583802925163,176.956463930937,77.6962056853429
"WESTERN EUROPE","o3","normandy",74.3408072785654,174.338890916986,75.078632671392
"WESTERN EUROPE","o3","nouvelle-aquitaine",73.5531425465813,173.551226185002,74.2909679394079
"WESTERN EUROPE","o3","occitanie",75.2040291591809,175.202112797602,75.9418545520075
"WESTERN EUROPE","o3","pays de la loire",74.4298049491436,174.427888587565,75.1676303419702
"WESTERN EUROPE","o3","gb",64.2866161285907,164.284699767012,65.0244415214173
"WESTERN EUROPE","o3","county cork",68.7362898244252,NA,69.4741152172518
"WESTERN EUROPE","o3","county dublin",77.0333950912836,NA,77.7712204841103
"WESTERN EUROPE","o3","county galway",67.8829063906499,NA,68.6207317834766
"WESTERN EUROPE","o3","county kerry",74.2017112966619,NA,74.9395366894885
"WESTERN EUROPE","o3","county mayo",73.4396216238487,NA,74.1774470166753
"WESTERN EUROPE","o3","ie",71.7482290318165,NA,72.4860544246431
"WESTERN EUROPE","o3","emilia-romagna",70.8004035307299,NA,71.5382289235565
"WESTERN EUROPE","o3","lazio",74.8251765552151,NA,75.5630019480417
"WESTERN EUROPE","o3","lu",81.1479064511713,NA,81.885731843998
"WESTERN EUROPE","o3","drenthe",74.6257058873563,NA,75.3635312801829
"WESTERN EUROPE","o3","flevoland",79.1397394433028,NA,79.8775648361294
"WESTERN EUROPE","o3","friesland",73.6495841448425,NA,74.3874095376692
"WESTERN EUROPE","o3","gelderland",77.82067119643,NA,78.5584965892566
"WESTERN EUROPE","o3","groningen",80.0989933551242,NA,80.8368187479508
"WESTERN EUROPE","o3","limburg",78.8544965239433,NA,79.5923219167699
"WESTERN EUROPE","o3","north brabant",80.2586060334195,NA,80.9964314262461
"WESTERN EUROPE","o3","north holland",83.4297079186452,NA,84.1675333114718
"WESTERN EUROPE","o3","overijssel",79.9252745283712,NA,80.6630999211978
"WESTERN EUROPE","o3","south holland",79.6434549748275,NA,80.3812803676541
"WESTERN EUROPE","o3","utrecht",81.1944008231265,NA,81.9322262159531
"WESTERN EUROPE","o3","zeeland",75.8155329072479,NA,76.5533583000745
"WESTERN EUROPE","o3","agder",59.8145810715201,NA,60.5524064643467
"WESTERN EUROPE","o3","no",66.8856483866552,NA,67.6234737794818
"WESTERN EUROPE","o3","nordland",66.60399428111,NA,67.3418196739366
"WESTERN EUROPE","o3","oslo",74.7558897168009,NA,75.4937151096275
"WESTERN EUROPE","o3","rogaland",67.6088795745858,NA,68.3467049674124
"WESTERN EUROPE","o3","vestfold og telemark",63.4508619101888,NA,64.1886873030154
"WESTERN EUROPE","o3","vestland",67.8526952057796,NA,68.5905205986063
"WESTERN EUROPE","o3","viken",69.9003269794278,NA,70.6381523722545
"WESTERN EUROPE","o3","aveiro district",54.1468288933991,NA,54.8846542862257
"WESTERN EUROPE","o3","braga",53.0570536680174,NA,53.794879060844
"WESTERN EUROPE","o3","castelo branco district",55.8532809592083,NA,56.5911063520349
"WESTERN EUROPE","o3","faro district",55.9499547785477,NA,56.6877801713743
"WESTERN EUROPE","o3","leiria district",53.4497425179679,NA,54.1875679107945
"WESTERN EUROPE","o3","lisbon",53.1693996872635,NA,53.9072250800901
"WESTERN EUROPE","o3","porto district",51.9440794132226,NA,52.6819048060493
"WESTERN EUROPE","o3","pt",52.8782290318165,NA,53.6160544246431
"WESTERN EUROPE","o3","setubal",52.3413687556106,NA,53.0791941484372
"WESTERN EUROPE","o3","viana do castelo district",49.5684304457887,NA,50.3062558386153
"WESTERN EUROPE","o3","viseu district",52.1202642368235,NA,52.8580896296502
"WESTERN EUROPE","pm10","ad",46.0749231906219,NA,NA
"WESTERN EUROPE","pm10","brussels",51.6125746350095,NA,NA
"WESTERN EUROPE","pm10","flanders",45.4712766404675,NA,NA
"WESTERN EUROPE","pm10","basel-landschaft",69.0344661479199,NA,NA
"WESTERN EUROPE","pm10","basel city",75.9545589332219,NA,NA
"WESTERN EUROPE","pm10","canton of bern",74.2415636921768,NA,NA
"WESTERN EUROPE","pm10","ch",71.8500844809445,NA,NA
"WESTERN EUROPE","pm10","geneva",78.6401590844155,NA,NA
"WESTERN EUROPE","pm10","lucerne",73.3920708608495,NA,NA
"WESTERN EUROPE","pm10","schwyz",67.3418199923613,NA,NA
"WESTERN EUROPE","pm10","st. gallen",68.69158026533,NA,NA
"WESTERN EUROPE","pm10","thurgau",68.2450601683248,NA,NA
"WESTERN EUROPE","pm10","ticino",78.1006171606653,NA,NA
"WESTERN EUROPE","pm10","valais",76.551638479555,NA,NA
"WESTERN EUROPE","pm10","vaud",76.5786592978574,NA,NA
"WESTERN EUROPE","pm10","zurich",75.3869422761424,NA,NA
"WESTERN EUROPE","pm10","bavaria",60.1697851242134,NA,NA
"WESTERN EUROPE","pm10","berlin",59.7962463360936,NA,NA
"WESTERN EUROPE","pm10","brandenburg",48.874191632389,NA,NA
"WESTERN EUROPE","pm10","bremen",58.4022460386559,NA,NA
"WESTERN EUROPE","pm10","hamburg",58.6670742781071,NA,NA
"WESTERN EUROPE","pm10","hesse",58.8675811946778,NA,NA
"WESTERN EUROPE","pm10","lower saxony",55.9727885910357,NA,NA
"WESTERN EUROPE","pm10","mecklenburg-vorpommern",52.4402383938351,NA,NA
"WESTERN EUROPE","pm10","north rhine-westphalia",57.430462986819,NA,NA
"WESTERN EUROPE","pm10","rhineland-palatinate",57.9691516046748,NA,NA
"WESTERN EUROPE","pm10","saarland",58.6629307432374,NA,NA
"WESTERN EUROPE","pm10","saxony",55.4876560605059,NA,NA
"WESTERN EUROPE","pm10","saxony-anhalt",50.805259476446,NA,NA
"WESTERN EUROPE","pm10","schleswig-holstein",56.0394566238543,NA,NA
"WESTERN EUROPE","pm10","thuringia",48.2440686339714,NA,NA
"WESTERN EUROPE","pm10","andalusia",67.759820707452,NA,NA
"WESTERN EUROPE","pm10","aragon",64.2029898368258,NA,NA
"WESTERN EUROPE","pm10","asturias",65.234811326126,NA,60.46066671004
"WESTERN EUROPE","pm10","balearic islands",68.2929768998792,57.2390183022139,63.5188322837932
"WESTERN EUROPE","pm10","basque country",68.6418964664059,57.5879378687406,63.8677518503199
"WESTERN EUROPE","pm10","canary islands",67.4767087220592,56.422750124394,62.7025641059732
"WESTERN EUROPE","pm10","cantabria",68.0797167136369,57.0257581159716,63.3055720975509
"WESTERN EUROPE","pm10","castile-la mancha",65.4544148027553,54.40045620509,60.6802701866692
"WESTERN EUROPE","pm10","catalonia",66.0346667535328,54.9807081558675,61.2605221374468
"WESTERN EUROPE","pm10","community of madrid",68.6412882246783,57.587329627013,63.8671436085923
"WESTERN EUROPE","pm10","es",66.8633102873961,55.8093516897308,62.0891656713101
"WESTERN EUROPE","pm10","galicia",63.9746671845433,52.920708586878,59.2005225684573
"WESTERN EUROPE","pm10","navarre",60.7295590780082,49.6756004803429,55.9554144619222
"WESTERN EUROPE","pm10","region of murcia",63.8185912705861,52.7646326729208,59.0444466545001
"WESTERN EUROPE","pm10","valencian community",67.3448744774162,56.2909158797509,62.5707298613302
"WESTERN EUROPE","pm10","central finland",57.2565848566504,46.2026262589851,52.4824402405644
"WESTERN EUROPE","pm10","kymenlaakso",55.7544545421402,44.700495944475,50.9803099260542
"WESTERN EUROPE","pm10","northern ostrobothnia",56.1404788685388,45.0865202708735,51.3663342524528
"WESTERN EUROPE","pm10","northern savonia",54.9782821864513,43.9243235887861,50.2041375703653
"WESTERN EUROPE","pm10","ostrobothnia",53.6980252627934,42.6440666651281,48.9238806467073
"WESTERN EUROPE","pm10","pirkanmaa",56.7096562652615,45.6556976675963,51.9355116491755
"WESTERN EUROPE","pm10","satakunta",49.6672681733937,38.6133095757285,44.8931235573077
"WESTERN EUROPE","pm10","south karelia",55.8720237936843,44.818065196019,51.0978791775983
"WESTERN EUROPE","pm10","uusimaa",58.588833900177,47.5348753025117,53.814689284091
"WESTERN EUROPE","pm10","brittany",65.618676017443,54.5647174197777,60.844531401357
"WESTERN EUROPE","pm10","centre-val de loire",66.9957308077527,55.9417722100874,62.2215861916667
"WESTERN EUROPE","pm10","corsica",67.3420088732058,56.2880502755405,62.5678642571198
"WESTERN EUROPE","pm10","fr",68.2700844809445,57.2161258832792,63.4959398648585
"WESTERN EUROPE","pm10","grand est",67.367561105711,56.3136025080457,62.593416489625
"WESTERN EUROPE","pm10","hauts-de-france",70.4405583222894,59.3865997246242,65.6664137062034
"WESTERN EUROPE","pm10","normandy",67.8229853083386,56.7690267106733,63.0488406922526
"WESTERN EUROPE","pm10","nouvelle-aquitaine",67.0353205763545,55.9813619786892,62.2611759602685
"WESTERN EUROPE","pm10","occitanie",68.6862071889541,57.6322485912888,63.9120625728681
"WESTERN EUROPE","pm10","pays de la loire",67.9119829789168,56.8580243812515,63.1378383628307
"WESTERN EUROPE","pm10","gb",57.7687941583639,46.7148355606986,52.9946495422779
"WESTERN EUROPE","pm10","county cork",65.8419240968203,54.787965499155,61.0677794807342
"WESTERN EUROPE","pm10","county dublin",70.5155731210568,59.4616145233915,65.7414285049708
"WESTERN EUROPE","pm10","county mayo",69.5113286113053,58.45737001364,64.7371839952193
"WESTERN EUROPE","pm10","county wexford",60.8720016097063,49.818043012041,56.0978569936203
"WESTERN EUROPE","pm10","emilia-romagna",64.2825815605031,NA,59.5084369444171
"WESTERN EUROPE","pm10","lu",74.6300844809445,NA,69.8559398648585
"WESTERN EUROPE","pm10","drenthe",68.1078839171295,NA,63.3337393010435
"WESTERN EUROPE","pm10","flevoland",72.6219174730759,NA,67.8477728569899
"WESTERN EUROPE","pm10","friesland",67.1317621746157,NA,62.3576175585297
"WESTERN EUROPE","pm10","gelderland",71.3028492262031,NA,66.5287046101171
"WESTERN EUROPE","pm10","groningen",73.5811713848973,NA,68.8070267688113
"WESTERN EUROPE","pm10","limburg",72.3366745537165,NA,67.5625299376305
"WESTERN EUROPE","pm10","north brabant",73.7407840631926,NA,68.9666394471066
"WESTERN EUROPE","pm10","north holland",76.9118859484184,NA,72.1377413323324
"WESTERN EUROPE","pm10","overijssel",73.4074525581443,NA,68.6333079420583
"WESTERN EUROPE","pm10","south holland",73.1256330046006,NA,68.3514883885146
"WESTERN EUROPE","pm10","utrecht",74.6765788528997,NA,69.9024342368136
"WESTERN EUROPE","pm10","zeeland",69.2977109370211,NA,64.523566320935
