"region","parameter","subregion","value_effect","error_prediction_effect","value_difference_effect"
"WESTERN EUROPE","co","ad",-75.7572737457281,NA,NA
"WESTERN EUROPE","co","brussels",-70.2196223013405,NA,NA
"WESTERN EUROPE","co","flanders",-76.3609202958825,NA,NA
"WESTERN EUROPE","co","wallonia",-73.6316012206065,NA,NA
"WESTERN EUROPE","co","canton of bern",-47.5906332441732,NA,NA
"WESTERN EUROPE","co","schwyz",-54.4903769439888,NA,NA
"WESTERN EUROPE","co","ticino",-43.7315797756848,NA,NA
"WESTERN EUROPE","co","vaud",-45.2535376384926,NA,NA
"WESTERN EUROPE","co","zurich",-46.4452546602076,NA,NA
"WESTERN EUROPE","co","bavaria",-61.6624118121366,NA,NA
"WESTERN EUROPE","co","berlin",-62.0359506002565,NA,NA
"WESTERN EUROPE","co","brandenburg",-72.9469865142114,NA,NA
"WESTERN EUROPE","co","bremen",-63.4299508976941,NA,NA
"WESTERN EUROPE","co","hamburg",-63.1651226582429,NA,NA
"WESTERN EUROPE","co","hesse",-62.9646157416722,NA,NA
"WESTERN EUROPE","co","lower saxony",-65.8594083453143,NA,NA
"WESTERN EUROPE","co","mecklenburg-vorpommern",-69.391958542515,NA,NA
"WESTERN EUROPE","co","rhineland-palatinate",-63.8630453316753,NA,NA
"WESTERN EUROPE","co","saarland",-63.1692661931127,NA,NA
"WESTERN EUROPE","co","saxony-anhalt",-71.026937459904,NA,NA
"WESTERN EUROPE","co","capital region of denmark",-41.9509480985223,NA,NA
"WESTERN EUROPE","co","central denmark region",-45.127703324014,NA,NA
"WESTERN EUROPE","co","region of southern denmark",-45.8779440952385,NA,169.637256343644
"WESTERN EUROPE","co","region zealand",-46.9683953440451,NA,168.546805094838
"WESTERN EUROPE","co","andalusia",-54.072376228898,NA,161.442824209985
"WESTERN EUROPE","co","aragon",-55.6660396416754,NA,159.849160797207
"WESTERN EUROPE","co","asturias",-56.597385610224,NA,158.917814828659
"WESTERN EUROPE","co","balearic islands",-53.4936258122656,NA,162.021574626617
"WESTERN EUROPE","co","basque country",-53.1903004699441,NA,162.324899968939
"WESTERN EUROPE","co","cantabria",-53.7524802227132,NA,161.76272021617
"WESTERN EUROPE","co","castile-la mancha",-56.3777821335948,NA,159.137418305288
"WESTERN EUROPE","co","catalonia",-56.2007977051721,NA,159.314402733711
"WESTERN EUROPE","co","community of madrid",-53.1909087116717,NA,162.324291727211
"WESTERN EUROPE","co","es",-55.2307331450607,NA,160.284467293822
"WESTERN EUROPE","co","extremadura",-56.0575601000842,NA,159.457640338799
"WESTERN EUROPE","co","galicia",-57.8575297518067,NA,157.657670687076
"WESTERN EUROPE","co","la rioja",-56.2411350141195,NA,159.274065424763
"WESTERN EUROPE","co","navarre",-60.6355104992311,NA,154.879689939652
"WESTERN EUROPE","co","region of murcia",-58.3683741915703,NA,157.146826247313
"WESTERN EUROPE","co","valencian community",-54.8324090368566,NA,160.682791402026
"WESTERN EUROPE","co","centre-val de loire",-54.8364661285974,NA,160.678734310285
"WESTERN EUROPE","co","fr",-53.5621124554055,NA,161.953087983477
"WESTERN EUROPE","co","grand est",-54.464635830639,NA,161.050564608244
"WESTERN EUROPE","co","hauts-de-france",-51.3916386140606,NA,164.123561824822
"WESTERN EUROPE","co","pays de la loire",-53.9202139574333,NA,161.59498648145
"WESTERN EUROPE","co","county cork",-55.9902728395298,NA,159.524927599353
"WESTERN EUROPE","co","county dublin",-51.3166238152932,NA,164.19857662359
"WESTERN EUROPE","co","emilia-romagna",-57.549615375847,NA,157.965585063036
"WESTERN EUROPE","co","lazio",-53.5248423513618,NA,161.990358087521
"WESTERN EUROPE","co","lu",-47.2021124554055,NA,168.313087983477
"WESTERN EUROPE","co","north holland",-45.514961228921,NA,170.000239209962
"WESTERN EUROPE","co","oslo",-53.615348408655,NA,161.899852030228
"WESTERN EUROPE","co","aveiro district",-73.8937621812979,NA,141.621438257585
"WESTERN EUROPE","co","faro district",-71.6952308118586,NA,143.819969627024
"WESTERN EUROPE","co","lisbon",-75.1806192193133,NA,140.334581219569
"WESTERN EUROPE","co","porto district",-76.4059394933542,NA,139.109260945529
"WESTERN EUROPE","co","setubal",-76.0086501509663,NA,139.506550287917
"WESTERN EUROPE","no2","ad",49.2638761109218,NA,NA
"WESTERN EUROPE","no2","brussels",54.8015275553094,NA,NA
"WESTERN EUROPE","no2","flanders",48.6602295607673,NA,NA
"WESTERN EUROPE","no2","wallonia",51.3895486360434,NA,NA
"WESTERN EUROPE","no2","basel-landschaft",72.2234190682198,NA,NA
"WESTERN EUROPE","no2","basel city",79.1435118535217,NA,NA
"WESTERN EUROPE","no2","canton of bern",77.4305166124767,NA,NA
"WESTERN EUROPE","no2","ch",75.0390374012443,NA,NA
"WESTERN EUROPE","no2","geneva",81.8291120047153,NA,NA
"WESTERN EUROPE","no2","schwyz",70.5307729126611,NA,NA
"WESTERN EUROPE","no2","st. gallen",71.8805331856299,NA,NA
"WESTERN EUROPE","no2","thurgau",71.4340130886246,NA,NA
"WESTERN EUROPE","no2","ticino",81.2895700809651,NA,NA
"WESTERN EUROPE","no2","valais",79.7405913998548,NA,NA
"WESTERN EUROPE","no2","vaud",79.7676122181573,NA,NA
"WESTERN EUROPE","no2","zurich",78.5758951964423,NA,NA
"WESTERN EUROPE","no2","bavaria",63.3587380445133,NA,NA
"WESTERN EUROPE","no2","berlin",62.9851992563934,NA,NA
"WESTERN EUROPE","no2","brandenburg",52.0631445526889,NA,NA
"WESTERN EUROPE","no2","bremen",61.5911989589557,NA,NA
"WESTERN EUROPE","no2","hamburg",62.1225394051761,NA,NA
"WESTERN EUROPE","no2","hesse",62.0565341149776,NA,NA
"WESTERN EUROPE","no2","lower saxony",59.1617415113356,NA,NA
"WESTERN EUROPE","no2","mecklenburg-vorpommern",55.6291913141349,NA,NA
"WESTERN EUROPE","no2","north rhine-westphalia",60.6194159071188,NA,NA
"WESTERN EUROPE","no2","rhineland-palatinate",61.1581045249746,NA,NA
"WESTERN EUROPE","no2","saarland",61.8518836635372,NA,NA
"WESTERN EUROPE","no2","saxony",58.6766089808058,NA,NA
"WESTERN EUROPE","no2","saxony-anhalt",53.9942123967459,NA,NA
"WESTERN EUROPE","no2","schleswig-holstein",59.2284095441541,NA,NA
"WESTERN EUROPE","no2","thuringia",51.4330215542712,NA,NA
"WESTERN EUROPE","no2","capital region of denmark",83.0702017581276,NA,NA
"WESTERN EUROPE","no2","central denmark region",79.8934465326359,NA,74.8831972317988
"WESTERN EUROPE","no2","north denmark region",76.0484816672486,NA,71.0382323664114
"WESTERN EUROPE","no2","region of southern denmark",79.1432057614114,NA,74.1329564605742
"WESTERN EUROPE","no2","region zealand",78.0527545126048,NA,73.0425052117676
"WESTERN EUROPE","no2","andalusia",71.973994961955,NA,66.9637456611179
"WESTERN EUROPE","no2","aragon",69.3551102149745,NA,64.3448609141374
"WESTERN EUROPE","no2","asturias",68.4237642464258,NA,63.4135149455887
"WESTERN EUROPE","no2","balearic islands",71.5103466499065,NA,66.5000973490693
"WESTERN EUROPE","no2","basque country",71.8308493867058,NA,66.8206000858686
"WESTERN EUROPE","no2","canary islands",70.9891619709246,NA,65.9789126700874
"WESTERN EUROPE","no2","cantabria",71.2686696339367,NA,66.2584203330996
"WESTERN EUROPE","no2","castile-la mancha",72.0396897001629,NA,67.0294403993258
"WESTERN EUROPE","no2","catalonia",71.9489271659548,NA,66.9386778651176
"WESTERN EUROPE","no2","community of madrid",71.8302411449781,NA,66.819991844141
"WESTERN EUROPE","no2","es",70.052263207696,NA,65.0420139068588
"WESTERN EUROPE","no2","extremadura",68.9635897565657,NA,63.9533404557285
"WESTERN EUROPE","no2","galicia",67.1636201048431,NA,62.153370804006
"WESTERN EUROPE","no2","la rioja",68.433658663332,NA,63.4234093624948
"WESTERN EUROPE","no2","navarre",63.918511998308,NA,58.9082626974709
"WESTERN EUROPE","no2","region of murcia",67.0075441908859,NA,61.9972948900488
"WESTERN EUROPE","no2","valencian community",70.1887408197933,NA,65.1784915189561
"WESTERN EUROPE","no2","central finland",60.4455377769502,NA,55.4352884761131
"WESTERN EUROPE","no2","kymenlaakso",58.9434074624401,NA,53.9331581616029
"WESTERN EUROPE","no2","lapland",62.4625868125423,NA,57.4523375117051
"WESTERN EUROPE","no2","northern ostrobothnia",59.3294317888386,NA,54.3191824880015
"WESTERN EUROPE","no2","northern savonia",58.1672351067512,NA,53.156985805914
"WESTERN EUROPE","no2","ostrobothnia",56.8869781830932,NA,51.876728882256
"WESTERN EUROPE","no2","pirkanmaa",59.8986091855614,NA,54.8883598847242
"WESTERN EUROPE","no2","south karelia",59.0609767139841,NA,54.050727413147
"WESTERN EUROPE","no2","southwest finland",57.4055971598698,NA,52.3953478590326
"WESTERN EUROPE","no2","uusimaa",61.7777868204768,NA,56.7675375196397
"WESTERN EUROPE","no2","brittany",68.8076289377429,NA,63.7973796369057
"WESTERN EUROPE","no2","centre-val de loire",70.1846837280525,NA,65.1744344272154
"WESTERN EUROPE","no2","corsica",70.5309617935056,NA,65.5207124926685
"WESTERN EUROPE","no2","fr",71.4590374012444,NA,66.4487881004072
"WESTERN EUROPE","no2","grand est",70.5565140260109,NA,65.5462647251737
"WESTERN EUROPE","no2","hauts-de-france",73.6295112425893,NA,68.6192619417521
"WESTERN EUROPE","no2","normandy",71.0119382286384,NA,66.0016889278013
"WESTERN EUROPE","no2","nouvelle-aquitaine",70.2242734966543,NA,65.2140241958172
"WESTERN EUROPE","no2","occitanie",71.8751601092539,NA,66.8649108084168
"WESTERN EUROPE","no2","pays de la loire",71.1009358992166,NA,66.0906865983794
"WESTERN EUROPE","no2","gb",60.9577470786637,NA,55.9474977778265
"WESTERN EUROPE","no2","county cork",69.0308770171201,NA,64.0206277162829
"WESTERN EUROPE","no2","county dublin",73.7045260413566,NA,68.6942767405195
"WESTERN EUROPE","no2","emilia-romagna",67.4715344808029,NA,62.4612851799657
"WESTERN EUROPE","no2","lazio",71.4963075052881,NA,66.486058204451
"WESTERN EUROPE","no2","lu",77.8190374012443,NA,72.8087881004072
"WESTERN EUROPE","no2","drenthe",71.2968368374293,NA,66.2865875365922
"WESTERN EUROPE","no2","flevoland",75.8108703933758,NA,70.8006210925386
"WESTERN EUROPE","no2","friesland",70.3207150949156,NA,65.3104657940784
"WESTERN EUROPE","no2","gelderland",74.491802146503,NA,69.4815528456658
"WESTERN EUROPE","no2","groningen",76.7701243051972,NA,71.75987500436
"WESTERN EUROPE","no2","limburg",75.5256274740163,NA,70.5153781731792
"WESTERN EUROPE","no2","north brabant",76.9297369834925,NA,71.9194876826553
"WESTERN EUROPE","no2","north holland",80.1008388687182,NA,75.0905895678811
"WESTERN EUROPE","no2","overijssel",76.5964054784442,NA,71.586156177607
"WESTERN EUROPE","no2","south holland",76.3145859249005,NA,71.3043366240633
"WESTERN EUROPE","no2","utrecht",77.8655317731995,NA,72.8552824723623
"WESTERN EUROPE","no2","zeeland",72.4866638573209,NA,67.4764145564837
"WESTERN EUROPE","no2","agder",56.4857120215931,NA,51.475462720756
"WESTERN EUROPE","no2","innlandet",60.1311950495271,NA,55.1209457486899
"WESTERN EUROPE","no2","no",63.5567793367282,NA,58.5465300358911
"WESTERN EUROPE","no2","oslo",71.4270206668739,NA,66.4167713660368
"WESTERN EUROPE","no2","rogaland",64.2800105246588,NA,59.2697612238216
"WESTERN EUROPE","no2","troms og finnmark",65.619861197431,NA,60.6096118965938
"WESTERN EUROPE","no2","vestfold og telemark",60.1219928602618,NA,55.1117435594246
"WESTERN EUROPE","no2","vestland",64.5238261558526,NA,59.5135768550155
"WESTERN EUROPE","no2","viken",66.5714579295008,NA,61.5612086286637
"WESTERN EUROPE","no2","aveiro district",50.8179598434721,NA,45.807710542635
"WESTERN EUROPE","no2","braga",49.7281846180904,NA,44.7179353172532
"WESTERN EUROPE","no2","castelo branco district",52.5244119092813,NA,47.5141626084442
"WESTERN EUROPE","no2","faro district",52.6210857286207,NA,47.6108364277836
"WESTERN EUROPE","no2","leiria district",50.1208734680409,NA,45.1106241672037
"WESTERN EUROPE","no2","lisbon",49.8405306373365,NA,44.8302813364994
"WESTERN EUROPE","no2","porto district",48.6152103632957,NA,43.6049610624585
"WESTERN EUROPE","no2","pt",49.5493599818895,NA,44.5391106810524
"WESTERN EUROPE","no2","setubal",49.0124997056836,NA,44.0022504048464
"WESTERN EUROPE","no2","viana do castelo district",46.426579405912,NA,41.4163301050748
"WESTERN EUROPE","no2","viseu district",48.7913951868966,NA,43.7811458860594
"WESTERN EUROPE","o3","ad",52.5927446471341,NA,NA
"WESTERN EUROPE","o3","brussels",58.1303960915217,NA,NA
"WESTERN EUROPE","o3","wallonia",54.7184171722557,NA,NA
"WESTERN EUROPE","o3","basel-landschaft",75.552287604432,NA,NA
"WESTERN EUROPE","o3","basel city",82.472380389734,NA,NA
"WESTERN EUROPE","o3","canton of bern",80.759385148689,NA,NA
"WESTERN EUROPE","o3","ch",78.3679059374566,NA,NA
"WESTERN EUROPE","o3","geneva",85.1579805409276,NA,NA
"WESTERN EUROPE","o3","lucerne",79.9098923173616,NA,NA
"WESTERN EUROPE","o3","schwyz",73.8596414488734,NA,NA
"WESTERN EUROPE","o3","st. gallen",75.2094017218422,NA,NA
"WESTERN EUROPE","o3","thurgau",74.7628816248369,NA,NA
"WESTERN EUROPE","o3","ticino",84.6184386171774,NA,NA
"WESTERN EUROPE","o3","valais",83.0694599360671,NA,NA
"WESTERN EUROPE","o3","vaud",83.0964807543695,NA,NA
"WESTERN EUROPE","o3","zurich",81.9047637326546,NA,NA
"WESTERN EUROPE","o3","bavaria",66.6876065807255,NA,NA
"WESTERN EUROPE","o3","berlin",66.3140677926057,NA,NA
"WESTERN EUROPE","o3","brandenburg",55.3920130889012,NA,NA
"WESTERN EUROPE","o3","bremen",64.920067495168,NA,NA
"WESTERN EUROPE","o3","hamburg",65.4514079413884,NA,NA
"WESTERN EUROPE","o3","hesse",65.3854026511899,NA,NA
"WESTERN EUROPE","o3","lower saxony",62.4906100475478,NA,NA
"WESTERN EUROPE","o3","mecklenburg-vorpommern",58.9580598503472,NA,NA
"WESTERN EUROPE","o3","north rhine-westphalia",63.9482844433311,NA,NA
"WESTERN EUROPE","o3","rhineland-palatinate",64.4869730611869,NA,NA
"WESTERN EUROPE","o3","saarland",65.1807521997495,NA,NA
"WESTERN EUROPE","o3","saxony",62.0054775170181,NA,NA
"WESTERN EUROPE","o3","saxony-anhalt",57.3230809329582,NA,NA
"WESTERN EUROPE","o3","schleswig-holstein",62.5572780803664,NA,NA
"WESTERN EUROPE","o3","thuringia",54.7618900904835,NA,NA
"WESTERN EUROPE","o3","capital region of denmark",86.3990702943399,NA,NA
"WESTERN EUROPE","o3","central denmark region",83.2223150688482,NA,83.9601409753895
"WESTERN EUROPE","o3","north denmark region",79.3773502034608,NA,80.1151761100022
"WESTERN EUROPE","o3","region of southern denmark",82.4720742976236,NA,83.209900204165
"WESTERN EUROPE","o3","region zealand",81.3816230488171,181.379707200953,82.1194489553584
"WESTERN EUROPE","o3","andalusia",75.3028634981673,175.300947650303,76.0406894047087
"WESTERN EUROPE","o3","aragon",72.6839787511868,172.682062903322,73.4218046577281
"WESTERN EUROPE","o3","asturias",71.7526327826381,171.750716934774,72.4904586891794
"WESTERN EUROPE","o3","balearic islands",74.8392151861188,174.837299338254,75.5770410926601
"WESTERN EUROPE","o3","basque country",75.159717922918,175.157802075054,75.8975438294594
"WESTERN EUROPE","o3","canary islands",74.3180305071368,174.316114659273,75.0558564136782
"WESTERN EUROPE","o3","cantabria",74.597538170149,174.595622322285,75.3353640766903
"WESTERN EUROPE","o3","castile-la mancha",75.3685582363752,175.366642388511,76.1063841429165
"WESTERN EUROPE","o3","catalonia",75.2777957021671,175.275879854303,76.0156216087084
"WESTERN EUROPE","o3","community of madrid",75.1591096811904,175.157193833326,75.8969355877318
"WESTERN EUROPE","o3","es",73.3811317439082,173.379215896044,74.1189576504496
"WESTERN EUROPE","o3","extremadura",72.2924582927779,172.290542444914,73.0302841993193
"WESTERN EUROPE","o3","galicia",70.4924886410554,170.490572793191,71.2303145475968
"WESTERN EUROPE","o3","la rioja",72.1088833787426,172.106967530878,72.846709285284
"WESTERN EUROPE","o3","navarre",67.2473805345203,167.245464686656,67.9852064410616
"WESTERN EUROPE","o3","region of murcia",70.3364127270982,170.334496879234,71.0742386336395
"WESTERN EUROPE","o3","valencian community",73.5176093560055,173.515693508141,74.2554352625469
"WESTERN EUROPE","o3","kymenlaakso",62.2722759986523,162.270360150788,63.0101019051937
"WESTERN EUROPE","o3","lapland",65.7914553487546,165.78953950089,66.5292812552959
"WESTERN EUROPE","o3","northern ostrobothnia",62.6583003250509,162.656384477187,63.3961262315922
"WESTERN EUROPE","o3","pirkanmaa",63.2274777217737,163.225561873909,63.965303628315
"WESTERN EUROPE","o3","southwest finland",60.7344656960821,160.732549848218,61.4722916026234
"WESTERN EUROPE","o3","uusimaa",65.1066553566891,165.104739508825,65.8444812632304
"WESTERN EUROPE","o3","brittany",72.1364974739551,172.134581626091,72.8743233804965
"WESTERN EUROPE","o3","centre-val de loire",73.5135522642648,173.5116364164,74.2513781708061
"WESTERN EUROPE","o3","corsica",73.8598303297179,173.857914481854,74.5976562362592
"WESTERN EUROPE","o3","fr",74.7879059374566,174.785990089592,75.525731843998
"WESTERN EUROPE","o3","grand est",73.8853825622231,173.883466714359,74.6232084687645
"WESTERN EUROPE","o3","hauts-de-france",76.9583797788016,176.956463930937,77.6962056853429
"WESTERN EUROPE","o3","normandy",74.3408067648507,174.338890916986,75.078632671392
"WESTERN EUROPE","o3","nouvelle-aquitaine",73.5531420328666,173.551226185002,74.2909679394079
"WESTERN EUROPE","o3","occitanie",75.2040286454662,175.202112797602,75.9418545520075
"WESTERN EUROPE","o3","pays de la loire",74.4298044354289,174.427888587565,75.1676303419702
"WESTERN EUROPE","o3","gb",64.286615614876,164.284699767012,65.0244415214173
"WESTERN EUROPE","o3","county cork",68.7362893107104,NA,69.4741152172518
"WESTERN EUROPE","o3","county dublin",77.0333945775689,NA,77.7712204841103
"WESTERN EUROPE","o3","county galway",67.8829058769352,NA,68.6207317834766
"WESTERN EUROPE","o3","county kerry",74.2017107829472,NA,74.9395366894885
"WESTERN EUROPE","o3","county mayo",73.439621110134,NA,74.1774470166753
"WESTERN EUROPE","o3","ie",71.7482285181018,NA,72.4860544246431
"WESTERN EUROPE","o3","emilia-romagna",70.8004030170152,NA,71.5382289235565
"WESTERN EUROPE","o3","lazio",74.8251760415004,NA,75.5630019480417
"WESTERN EUROPE","o3","lu",81.1479059374566,NA,81.885731843998
"WESTERN EUROPE","o3","drenthe",74.6257053736416,NA,75.3635312801829
"WESTERN EUROPE","o3","flevoland",79.139738929588,NA,79.8775648361294
"WESTERN EUROPE","o3","friesland",73.6495836311278,NA,74.3874095376692
"WESTERN EUROPE","o3","gelderland",77.8206706827153,NA,78.5584965892566
"WESTERN EUROPE","o3","groningen",80.0989928414095,NA,80.8368187479508
"WESTERN EUROPE","o3","limburg",78.8544960102286,NA,79.5923219167699
"WESTERN EUROPE","o3","north brabant",80.2586055197048,NA,80.9964314262461
"WESTERN EUROPE","o3","north holland",83.4297074049305,NA,84.1675333114718
"WESTERN EUROPE","o3","overijssel",79.9252740146565,NA,80.6630999211978
"WESTERN EUROPE","o3","south holland",79.6434544611128,NA,80.3812803676541
"WESTERN EUROPE","o3","utrecht",81.1944003094118,NA,81.9322262159531
"WESTERN EUROPE","o3","zeeland",75.8155323935332,NA,76.5533583000745
"WESTERN EUROPE","o3","agder",59.8145805578054,NA,60.5524064643467
"WESTERN EUROPE","o3","no",66.8856478729405,NA,67.6234737794818
"WESTERN EUROPE","o3","nordland",66.6039937673953,NA,67.3418196739366
"WESTERN EUROPE","o3","oslo",74.7558892030862,NA,75.4937151096275
"WESTERN EUROPE","o3","rogaland",67.608879060871,NA,68.3467049674124
"WESTERN EUROPE","o3","vestfold og telemark",63.4508613964741,NA,64.1886873030154
"WESTERN EUROPE","o3","vestland",67.8526946920649,NA,68.5905205986063
"WESTERN EUROPE","o3","viken",69.9003264657131,NA,70.6381523722545
"WESTERN EUROPE","o3","aveiro district",54.1468283796844,NA,54.8846542862257
"WESTERN EUROPE","o3","braga",53.0570531543027,NA,53.794879060844
"WESTERN EUROPE","o3","castelo branco district",55.8532804454936,NA,56.5911063520349
"WESTERN EUROPE","o3","faro district",55.949954264833,NA,56.6877801713743
"WESTERN EUROPE","o3","leiria district",53.4497420042532,NA,54.1875679107945
"WESTERN EUROPE","o3","lisbon",53.1693991735488,NA,53.9072250800901
"WESTERN EUROPE","o3","porto district",51.9440788995079,NA,52.6819048060493
"WESTERN EUROPE","o3","pt",52.8782285181018,NA,53.6160544246431
"WESTERN EUROPE","o3","setubal",52.3413682418959,NA,53.0791941484372
"WESTERN EUROPE","o3","viana do castelo district",49.568429932074,NA,50.3062558386153
"WESTERN EUROPE","o3","viseu district",52.1202637231088,NA,52.8580896296502
"WESTERN EUROPE","pm10","ad",46.0749267903913,NA,NA
"WESTERN EUROPE","pm10","brussels",51.6125782347789,NA,NA
"WESTERN EUROPE","pm10","flanders",45.4712802402368,NA,NA
"WESTERN EUROPE","pm10","basel-landschaft",69.0344697476892,NA,NA
"WESTERN EUROPE","pm10","basel city",75.9545625329912,NA,NA
"WESTERN EUROPE","pm10","canton of bern",74.2415672919462,NA,NA
"WESTERN EUROPE","pm10","ch",71.8500880807138,NA,NA
"WESTERN EUROPE","pm10","geneva",78.6401626841848,NA,NA
"WESTERN EUROPE","pm10","lucerne",73.3920744606188,NA,NA
"WESTERN EUROPE","pm10","schwyz",67.3418235921306,NA,NA
"WESTERN EUROPE","pm10","st. gallen",68.6915838650994,NA,NA
"WESTERN EUROPE","pm10","thurgau",68.2450637680941,NA,NA
"WESTERN EUROPE","pm10","ticino",78.1006207604346,NA,NA
"WESTERN EUROPE","pm10","valais",76.5516420793243,NA,NA
"WESTERN EUROPE","pm10","vaud",76.5786628976267,NA,NA
"WESTERN EUROPE","pm10","zurich",75.3869458759118,NA,NA
"WESTERN EUROPE","pm10","bavaria",60.1697887239827,NA,NA
"WESTERN EUROPE","pm10","berlin",59.7962499358629,NA,NA
"WESTERN EUROPE","pm10","brandenburg",48.8741952321584,NA,NA
"WESTERN EUROPE","pm10","bremen",58.4022496384252,NA,NA
"WESTERN EUROPE","pm10","hamburg",58.6670778778765,NA,NA
"WESTERN EUROPE","pm10","hesse",58.8675847944471,NA,NA
"WESTERN EUROPE","pm10","lower saxony",55.972792190805,NA,NA
"WESTERN EUROPE","pm10","mecklenburg-vorpommern",52.4402419936044,NA,NA
"WESTERN EUROPE","pm10","north rhine-westphalia",57.4304665865883,NA,NA
"WESTERN EUROPE","pm10","rhineland-palatinate",57.9691552044441,NA,NA
"WESTERN EUROPE","pm10","saarland",58.6629343430067,NA,NA
"WESTERN EUROPE","pm10","saxony",55.4876596602753,NA,NA
"WESTERN EUROPE","pm10","saxony-anhalt",50.8052630762154,NA,NA
"WESTERN EUROPE","pm10","schleswig-holstein",56.0394602236236,NA,NA
"WESTERN EUROPE","pm10","thuringia",48.2440722337407,NA,NA
"WESTERN EUROPE","pm10","andalusia",67.7598243072213,NA,NA
"WESTERN EUROPE","pm10","aragon",64.2029934365951,NA,NA
"WESTERN EUROPE","pm10","asturias",65.2348149258953,NA,60.46066671004
"WESTERN EUROPE","pm10","balearic islands",68.2929804996485,57.2390183022139,63.5188322837932
"WESTERN EUROPE","pm10","basque country",68.6419000661752,57.5879378687406,63.8677518503199
"WESTERN EUROPE","pm10","canary islands",67.4767123218286,56.422750124394,62.7025641059732
"WESTERN EUROPE","pm10","cantabria",68.0797203134062,57.0257581159716,63.3055720975509
"WESTERN EUROPE","pm10","castile-la mancha",65.4544184025246,54.40045620509,60.6802701866692
"WESTERN EUROPE","pm10","catalonia",66.0346703533021,54.9807081558675,61.2605221374468
"WESTERN EUROPE","pm10","community of madrid",68.6412918244476,57.587329627013,63.8671436085923
"WESTERN EUROPE","pm10","es",66.8633138871654,55.8093516897308,62.0891656713101
"WESTERN EUROPE","pm10","galicia",63.9746707843126,52.920708586878,59.2005225684573
"WESTERN EUROPE","pm10","navarre",60.7295626777775,49.6756004803429,55.9554144619222
"WESTERN EUROPE","pm10","region of murcia",63.8185948703554,52.7646326729208,59.0444466545001
"WESTERN EUROPE","pm10","valencian community",67.3448780771855,56.2909158797509,62.5707298613302
"WESTERN EUROPE","pm10","central finland",57.2565884564197,46.2026262589851,52.4824402405644
"WESTERN EUROPE","pm10","kymenlaakso",55.7544581419096,44.700495944475,50.9803099260542
"WESTERN EUROPE","pm10","northern ostrobothnia",56.1404824683081,45.0865202708735,51.3663342524528
"WESTERN EUROPE","pm10","northern savonia",54.9782857862207,43.9243235887861,50.2041375703653
"WESTERN EUROPE","pm10","ostrobothnia",53.6980288625627,42.6440666651281,48.9238806467073
"WESTERN EUROPE","pm10","pirkanmaa",56.7096598650309,45.6556976675963,51.9355116491755
"WESTERN EUROPE","pm10","satakunta",49.6672717731631,38.6133095757285,44.8931235573077
"WESTERN EUROPE","pm10","south karelia",55.8720273934536,44.818065196019,51.0978791775983
"WESTERN EUROPE","pm10","uusimaa",58.5888374999463,47.5348753025117,53.814689284091
"WESTERN EUROPE","pm10","brittany",65.6186796172123,54.5647174197777,60.844531401357
"WESTERN EUROPE","pm10","centre-val de loire",66.995734407522,55.9417722100874,62.2215861916667
"WESTERN EUROPE","pm10","corsica",67.3420124729751,56.2880502755405,62.5678642571198
"WESTERN EUROPE","pm10","fr",68.2700880807138,57.2161258832792,63.4959398648585
"WESTERN EUROPE","pm10","grand est",67.3675647054803,56.3136025080457,62.593416489625
"WESTERN EUROPE","pm10","hauts-de-france",70.4405619220588,59.3865997246242,65.6664137062034
"WESTERN EUROPE","pm10","normandy",67.8229889081079,56.7690267106733,63.0488406922526
"WESTERN EUROPE","pm10","nouvelle-aquitaine",67.0353241761238,55.9813619786892,62.2611759602685
"WESTERN EUROPE","pm10","occitanie",68.6862107887234,57.6322485912888,63.9120625728681
"WESTERN EUROPE","pm10","pays de la loire",67.9119865786861,56.8580243812515,63.1378383628307
"WESTERN EUROPE","pm10","gb",57.7687977581332,46.7148355606986,52.9946495422779
"WESTERN EUROPE","pm10","county cork",65.8419276965896,54.787965499155,61.0677794807342
"WESTERN EUROPE","pm10","county dublin",70.5155767208261,59.4616145233915,65.7414285049708
"WESTERN EUROPE","pm10","county mayo",69.5113322110746,58.45737001364,64.7371839952193
"WESTERN EUROPE","pm10","county wexford",60.8720052094756,49.818043012041,56.0978569936203
"WESTERN EUROPE","pm10","emilia-romagna",64.2825851602724,NA,59.5084369444171
"WESTERN EUROPE","pm10","lu",74.6300880807138,NA,69.8559398648585
"WESTERN EUROPE","pm10","drenthe",68.1078875168988,NA,63.3337393010435
"WESTERN EUROPE","pm10","flevoland",72.6219210728453,NA,67.8477728569899
"WESTERN EUROPE","pm10","friesland",67.131765774385,NA,62.3576175585297
"WESTERN EUROPE","pm10","gelderland",71.3028528259725,NA,66.5287046101171
"WESTERN EUROPE","pm10","groningen",73.5811749846667,NA,68.8070267688113
"WESTERN EUROPE","pm10","limburg",72.3366781534858,NA,67.5625299376305
"WESTERN EUROPE","pm10","north brabant",73.740787662962,NA,68.9666394471066
"WESTERN EUROPE","pm10","north holland",76.9118895481877,NA,72.1377413323324
"WESTERN EUROPE","pm10","overijssel",73.4074561579137,NA,68.6333079420583
"WESTERN EUROPE","pm10","south holland",73.12563660437,NA,68.3514883885146
"WESTERN EUROPE","pm10","utrecht",74.676582452669,NA,69.9024342368136
"WESTERN EUROPE","pm10","zeeland",69.2977145367904,NA,64.523566320935
