"region","subregion","parameter","value_effect","error_prediction_effect","value_difference_effect"
"WESTERN EUROPE","county cork","pm10",65.8303219448129,NA,59.3797416709398
"WESTERN EUROPE","county dublin","pm10",70.6615314999124,NA,64.2109512260393
"WESTERN EUROPE","county mayo","pm10",69.9335486056591,NA,63.4829683317861
"WESTERN EUROPE","county wexford","pm10",60.7870611023555,69.538869581597,54.3364808284824
"WESTERN EUROPE","emilia-romagna","pm10",64.2523497519301,NA,57.801769478057
"WESTERN EUROPE","lu","pm10",74.7173469091239,NA,68.2667666352508
"WESTERN EUROPE","drenthe","pm10",68.1932799773536,NA,61.7426997034805
"WESTERN EUROPE","flevoland","pm10",72.7843410216284,NA,66.3337607477554
"WESTERN EUROPE","friesland","pm10",67.2005185844731,NA,60.7499383106
"WESTERN EUROPE","gelderland","pm10",71.3544547344612,NA,64.9038744605881
"WESTERN EUROPE","groningen","pm10",73.6458854250382,NA,67.1953051511651
"WESTERN EUROPE","limburg","pm10",72.4104338061008,NA,65.9598535322277
"WESTERN EUROPE","north brabant","pm10",73.798750164774,NA,67.348169890901
"WESTERN EUROPE","north holland","pm10",77.0054712571776,NA,70.5548909833045
"WESTERN EUROPE","overijssel","pm10",73.5482299173982,NA,67.0976496435252
"WESTERN EUROPE","south holland","pm10",73.2254654647535,NA,66.7748851908804
"WESTERN EUROPE","utrecht","pm10",74.840878589708,NA,68.3902983158349
"WESTERN EUROPE","zeeland","pm10",69.2817442892012,NA,62.8311640153281
"WESTERN EUROPE","agder","pm10",52.9613056162537,NA,46.5107253423806
"WESTERN EUROPE","innlandet","pm10",56.6072069095193,NA,50.1566266356462
"WESTERN EUROPE","m<f8>re og romsdal","pm10",56.6414159589397,NA,50.1908356850666
"WESTERN EUROPE","no","pm10",60.4550888446078,NA,54.0045085707347
"WESTERN EUROPE","nordland","pm10",60.5064775181318,NA,54.0558972442587
"WESTERN EUROPE","oslo","pm10",68.313801475802,NA,61.8632212019289
"WESTERN EUROPE","rogaland","pm10",61.3381357791482,NA,54.8875555052751
"WESTERN EUROPE","troms og finnmark","pm10",62.7711867770103,NA,56.3206065031372
"WESTERN EUROPE","vestfold og telemark","pm10",56.8904371058764,NA,50.4398568320033
"WESTERN EUROPE","vestland","pm10",61.5405684321195,NA,55.0899881582464
"WESTERN EUROPE","viken","pm10",63.4857657472723,NA,57.0351854733992
"WESTERN EUROPE","<e9>vora district","pm10",46.6754909212165,NA,40.2249106473434
"WESTERN EUROPE","aveiro district","pm10",47.5461658281762,NA,41.0955855543031
"WESTERN EUROPE","braga","pm10",46.6610583674844,NA,40.2104780936113
"WESTERN EUROPE","castelo branco district","pm10",49.3312329765724,NA,42.8806527026993
"WESTERN EUROPE","faro district","pm10",49.4962566320019,NA,43.0456763581288
"WESTERN EUROPE","leiria district","pm10",43.0844150243993,NA,36.6338347505262
"WESTERN EUROPE","porto district","pm10",45.7025899706168,NA,39.2520096967437
"WESTERN EUROPE","setubal","pm10",45.8535038453261,NA,39.402923571453
"WESTERN EUROPE","viseu district","pm10",45.6582411798433,NA,39.2076609059702
"WESTERN EUROPE","ad","so2",53.4016348385624,NA,NA
"WESTERN EUROPE","brussels","so2",58.8225580360961,NA,NA
"WESTERN EUROPE","flanders","so2",52.7532673022406,NA,NA
"WESTERN EUROPE","wallonia","so2",55.6887565967052,NA,NA
"WESTERN EUROPE","basel-landschaft","so2",76.2258962970724,NA,NA
"WESTERN EUROPE","canton of bern","so2",81.5266744125256,NA,NA
"WESTERN EUROPE","schwyz","so2",74.7509630886753,NA,NA
"WESTERN EUROPE","ticino","so2",85.5297641961385,NA,NA
"WESTERN EUROPE","vaud","so2",84.0125040411212,NA,NA
"WESTERN EUROPE","zurich","so2",82.8934933263291,NA,NA
"WESTERN EUROPE","brandenburg","so2",56.3034857141128,NA,NA
"WESTERN EUROPE","bremen","so2",65.7694175089358,NA,NA
"WESTERN EUROPE","hesse","so2",66.1521438433266,NA,NA
"WESTERN EUROPE","lower saxony","so2",63.1756906841086,NA,NA
"WESTERN EUROPE","mecklenburg-vorpommern","so2",59.8780705355405,NA,NA
"WESTERN EUROPE","north rhine-westphalia","so2",64.7758990020609,NA,NA
"WESTERN EUROPE","rhineland-palatinate","so2",65.0668847869332,NA,NA
"WESTERN EUROPE","saarland","so2",65.9769203298946,NA,NA
"WESTERN EUROPE","saxony","so2",62.7979320036737,NA,NA
"WESTERN EUROPE","saxony-anhalt","so2",58.2424122313317,NA,NA
"WESTERN EUROPE","schleswig-holstein","so2",63.362258956784,NA,NA
"WESTERN EUROPE","thuringia","so2",55.6507739034846,NA,NA
"WESTERN EUROPE","capital region of denmark","so2",87.1350129165833,NA,NA
"WESTERN EUROPE","andalusia","so2",75.8411946542933,NA,NA
"WESTERN EUROPE","aragon","so2",73.5309771221612,NA,71.0408947532676
"WESTERN EUROPE","asturias","so2",72.6649598517705,70.82812194287,70.1748774828769
"WESTERN EUROPE","balearic islands","so2",75.7426883488419,73.9058504399414,73.2526059799483
"WESTERN EUROPE","basque country","so2",76.129665915287,74.2928280063866,73.6395835463934
"WESTERN EUROPE","canary islands","so2",75.2326107819374,73.3957728730369,72.7425284130437
"WESTERN EUROPE","cantabria","so2",75.5144908426739,73.6776529337734,73.0244084737802
"WESTERN EUROPE","castile-la mancha","so2",75.9527844129164,74.1159465040159,73.4627020440228
"WESTERN EUROPE","castile and le<f3>n","so2",74.2336364887263,72.3967985798259,71.7435541198327
"WESTERN EUROPE","catalonia","so2",76.0727255116216,74.2358876027211,73.5826431427279
"WESTERN EUROPE","community of madrid","so2",75.95526132342,74.1184234145195,73.4651789545263
"WESTERN EUROPE","es","so2",74.1900219353366,72.3531840264361,71.6999395664429
"WESTERN EUROPE","extremadura","so2",72.9414764381372,71.1046385292367,70.4513940692436
"WESTERN EUROPE","galicia","so2",71.2814035821918,69.4445656732913,68.7913212132982
"WESTERN EUROPE","la rioja","so2",72.5966500719795,70.7598121630791,70.1065677030859
"WESTERN EUROPE","navarre","so2",68.3716888309071,66.5348509220067,65.8816064620135
"WESTERN EUROPE","region of murcia","so2",71.4360584327165,69.599220523816,68.9459760638228
"WESTERN EUROPE","valencian community","so2",74.301026799334,72.4641888904335,71.8109444304404
"WESTERN EUROPE","kymenlaakso","so2",63.1082147705311,61.2713768616306,60.6181324016375
"WESTERN EUROPE","lapland","so2",66.6122908653745,64.7754529564741,64.1222084964809
"WESTERN EUROPE","northern ostrobothnia","so2",63.4407688898038,61.6039309809034,60.9506865209102
"WESTERN EUROPE","satakunta","so2",56.8541710142682,55.0173331053677,54.3640886453746
"WESTERN EUROPE","south karelia","so2",63.2785539316896,61.4417160227891,60.788471562796
"WESTERN EUROPE","southwest finland","so2",61.6026660149851,59.7658281060846,59.1125836460915
"WESTERN EUROPE","uusimaa","so2",65.9715855993903,64.1347476904898,63.4815032304967
"WESTERN EUROPE","<ee>le-de-france","so2",80.190052863146,78.3532149542455,77.6999704942523
"WESTERN EUROPE","auvergne-rh<f4>ne-alpes","so2",76.9361049573525,75.099267048452,74.4460225884589
"WESTERN EUROPE","bourgogne-franche-comt<e9>","so2",74.8197858702645,72.9829479613641,72.3297035013709
"WESTERN EUROPE","corsica","so2",74.7055719564759,NA,72.2154895875823
"WESTERN EUROPE","fr","so2",75.596796128885,NA,73.1067137599913
"WESTERN EUROPE","grand est","so2",74.7320080024558,NA,72.2419256335621
"WESTERN EUROPE","hauts-de-france","so2",77.7624933286577,NA,75.272410959764
"WESTERN EUROPE","normandy","so2",75.113595019542,NA,72.6235126506484
"WESTERN EUROPE","nouvelle-aquitaine","so2",74.3209226276875,NA,71.8308402587938
"WESTERN EUROPE","pays de la loire","so2",75.2899431445387,NA,72.7998607756451
"WESTERN EUROPE","gb","so2",65.0955058063043,NA,62.6054234374107
"WESTERN EUROPE","county cork","so2",72.8313642612402,NA,70.3412818923466
"WESTERN EUROPE","emilia-romagna","so2",71.4633610833417,NA,68.973278714448
"WESTERN EUROPE","lazio","so2",75.4861674157784,NA,72.9960850468848
"WESTERN EUROPE","lu","so2",81.956796128885,NA,79.4667137599913
"WESTERN EUROPE","friesland","so2",74.4399678042341,NA,71.9498854353405
"WESTERN EUROPE","gelderland","so2",79.2317191115036,NA,76.7416367426099
"WESTERN EUROPE","limburg","so2",79.6498830258618,NA,77.1598006569682
"WESTERN EUROPE","north holland","so2",83.6326166368931,NA,81.1425342679994
"WESTERN EUROPE","utrecht","so2",82.080327809469,NA,79.5902454405754
"WESTERN EUROPE","zeeland","so2",76.5211935089622,NA,74.0311111400686
"WESTERN EUROPE","agder","so2",60.2007548360147,NA,57.7106724671211
"WESTERN EUROPE","troms og finnmark","so2",70.6085039567502,NA,68.1184215878566
"WESTERN EUROPE","viken","so2",70.9171274341382,NA,68.4270450652446
"WESTERN EUROPE","<e9>vora district","so2",53.9149401409775,NA,51.4248577720839
"WESTERN EUROPE","faro district","so2",56.4972236173305,NA,54.0071412484369
"WESTERN EUROPE","leiria district","so2",54.5171905141968,NA,52.0271081453032
"WESTERN EUROPE","lisbon","so2",54.1789052078585,NA,51.6888228389649
"WESTERN EUROPE","santar<e9>m district","so2",54.3412077002068,NA,51.8511253313132
"WESTERN EUROPE","setubal","so2",53.0929530650871,NA,50.6028706961935
"WESTERN EUROPE","brussels","pm25",51.9246466312818,NA,NA
"WESTERN EUROPE","flanders","pm25",45.8553558974263,NA,NA
"WESTERN EUROPE","wallonia","pm25",48.790845191891,NA,NA
"WESTERN EUROPE","basel-landschaft","pm25",69.3279848922581,NA,NA
"WESTERN EUROPE","canton of bern","pm25",74.6287630077113,NA,NA
"WESTERN EUROPE","schwyz","pm25",67.853051683861,NA,NA
"WESTERN EUROPE","ticino","pm25",78.6318527913242,NA,NA
"WESTERN EUROPE","vaud","pm25",77.1145926363069,NA,NA
"WESTERN EUROPE","zurich","pm25",75.9955819215148,NA,NA
"WESTERN EUROPE","bavaria","pm25",60.4668491302387,NA,NA
"WESTERN EUROPE","brandenburg","pm25",49.4055743092985,NA,NA
"WESTERN EUROPE","bremen","pm25",58.8715061041215,NA,NA
"WESTERN EUROPE","hamburg","pm25",59.0090964766639,NA,NA
"WESTERN EUROPE","hesse","pm25",59.2542324385123,NA,NA
"WESTERN EUROPE","lower saxony","pm25",56.4130501110566,NA,NA
"WESTERN EUROPE","mecklenburg-vorpommern","pm25",52.9801591307263,NA,NA
"WESTERN EUROPE","north rhine-westphalia","pm25",57.8779875972466,NA,NA
"WESTERN EUROPE","rhineland-palatinate","pm25",58.1689733821189,NA,NA
"WESTERN EUROPE","saarland","pm25",59.0790089250803,NA,NA
"WESTERN EUROPE","saxony-anhalt","pm25",51.3445008265174,NA,NA
"WESTERN EUROPE","schleswig-holstein","pm25",56.4643475519697,NA,NA
"WESTERN EUROPE","thuringia","pm25",48.7528624986703,NA,NA
"WESTERN EUROPE","asturias","pm25",65.7670484469562,91.1144726667248,NA
"WESTERN EUROPE","basque country","pm25",69.2317545104728,94.5791787302413,63.638396071157
"WESTERN EUROPE","canary islands","pm25",65.8232697396362,NA,60.2299113003205
"WESTERN EUROPE","castile-la mancha","pm25",65.1487461880667,NA,59.5553877487509
"WESTERN EUROPE","castile and le<f3>n","pm25",66.8319031438834,NA,61.2385447045676
"WESTERN EUROPE","community of madrid","pm25",69.0573499186057,NA,63.4639914792899
"WESTERN EUROPE","galicia","pm25",64.3834921773775,NA,58.7901337380618
"WESTERN EUROPE","la rioja","pm25",65.6404239238495,NA,60.0470654845337
"WESTERN EUROPE","valencian community","pm25",67.7454654558285,NA,62.1521070165127
"WESTERN EUROPE","kymenlaakso","pm25",56.2103033657168,NA,50.6169449264011
"WESTERN EUROPE","northern ostrobothnia","pm25",56.5428574849895,81.8902817047581,50.9494990456738
"WESTERN EUROPE","pirkanmaa","pm25",57.1290929194733,82.4765171392419,51.5357344801576
"WESTERN EUROPE","south karelia","pm25",56.3806425268753,81.7280667466439,50.7872840875596
"WESTERN EUROPE","southwest finland","pm25",54.7047546101708,80.0521788299394,49.111396170855
"WESTERN EUROPE","uusimaa","pm25",59.0819597001254,84.429383919894,53.4886012608096
"WESTERN EUROPE","<ee>le-de-france","pm25",73.2921414583317,98.6395656781002,67.6987830190159
"WESTERN EUROPE","auvergne-rh<f4>ne-alpes","pm25",70.0381935525382,95.3856177723068,64.4448351132225
"WESTERN EUROPE","bourgogne-franche-comt<e9>","pm25",67.9218744654502,93.2692986852188,62.3285160261345
"WESTERN EUROPE","brittany","pm25",65.940589697965,91.2880139177336,60.3472312586493
"WESTERN EUROPE","centre-val de loire","pm25",67.5052654552933,92.8526896750619,61.9119070159776
"WESTERN EUROPE","corsica","pm25",67.8076605516616,NA,62.2143021123458
"WESTERN EUROPE","fr","pm25",68.6988847240707,NA,63.1055262847549
"WESTERN EUROPE","grand est","pm25",67.8340965976415,NA,62.2407381583257
"WESTERN EUROPE","hauts-de-france","pm25",70.8645819238434,NA,65.2712234845276
"WESTERN EUROPE","normandy","pm25",68.2156836147278,NA,62.622325175412
"WESTERN EUROPE","nouvelle-aquitaine","pm25",67.4230112228732,NA,61.8296527835574
"WESTERN EUROPE","occitanie","pm25",69.0516507602457,NA,63.45829232093
"WESTERN EUROPE","pays de la loire","pm25",68.3920317397244,NA,62.7986733004087
"WESTERN EUROPE","gb","pm25",58.19759440149,NA,52.6042359621743
"WESTERN EUROPE","county cork","pm25",66.1718597597596,NA,60.5785013204438
"WESTERN EUROPE","county dublin","pm25",71.0030693148592,NA,65.4097108755434
"WESTERN EUROPE","lu","pm25",75.0588847240707,NA,69.4655262847549
"WESTERN EUROPE","friesland","pm25",67.5420563994198,NA,61.9486979601041
"WESTERN EUROPE","gelderland","pm25",71.6959925494079,NA,66.1026341100922
"WESTERN EUROPE","groningen","pm25",73.987423239985,NA,68.3940648006692
"WESTERN EUROPE","limburg","pm25",72.7476631170559,NA,67.1543046777401
"WESTERN EUROPE","north brabant","pm25",74.1402879797208,NA,68.546929540405
"WESTERN EUROPE","north holland","pm25",77.3470090721244,NA,71.7536506328086
"WESTERN EUROPE","overijssel","pm25",74.081806956818,NA,68.4884485175023
"WESTERN EUROPE","south holland","pm25",73.5670032797002,NA,67.9736448403845
"WESTERN EUROPE","utrecht","pm25",75.1824164046547,NA,69.589057965339
"WESTERN EUROPE","innlandet","pm25",56.9487447244661,NA,51.3553862851503
"WESTERN EUROPE","no","pm25",60.7966266595545,NA,55.2032682202388
"WESTERN EUROPE","nordland","pm25",60.8480153330785,NA,55.2546568937628
"WESTERN EUROPE","oslo","pm25",68.6553392907487,NA,63.061980851433
"WESTERN EUROPE","rogaland","pm25",61.679673594095,NA,56.0863151547792
"WESTERN EUROPE","troms og finnmark","pm25",63.112724591957,NA,57.5193661526413
"WESTERN EUROPE","vestfold og telemark","pm25",57.2319749208231,NA,51.6386164815074
"WESTERN EUROPE","vestland","pm25",61.8821062470662,NA,56.2887478077505
"WESTERN EUROPE","viken","pm25",63.827303562219,NA,58.2339451229033
"WESTERN EUROPE","<e9>vora district","pm25",47.0170287361632,NA,41.4236702968475
"WESTERN EUROPE","castelo branco district","pm25",49.8623961038425,NA,44.2690376645268
"WESTERN EUROPE","faro district","pm25",49.7812793726232,NA,44.1879209333075
"WESTERN EUROPE","leiria district","pm25",47.6192791093825,NA,42.0259206700668
"WESTERN EUROPE","porto district","pm25",46.5242708960341,NA,40.9309124567184
"WESTERN EUROPE","setubal","pm25",46.1950416602728,NA,40.6016832209571
"NEAR EAST","abu dhabi","pm25",81.5417804415282,81.4197895136494,80.7626179459874
"NEAR EAST","dubai","pm25",87.4526281420723,87.3306372141934,86.6734656465315
"NEAR EAST","bh","pm25",57.836471110766,57.7144801828871,57.0573086152252
"NEAR EAST","jo","pm25",93.1261485301208,93.0041576022419,92.34698603458
"NEAR EAST","hawalli governorate","pm25",72.1215399541228,71.9995490262439,71.342377458582
"ASIA (EX. NEAR EAST)","af","pm25",71.7400680903872,66.5345476739716,58.9381280602699
"ASIA (EX. NEAR EAST)","jakarta","pm25",53.0512708820062,47.8457504655905,NA
"ASIA (EX. NEAR EAST)","andhra pradesh","pm25",101.031723352753,95.8262029363377,NA
"ASIA (EX. NEAR EAST)","assam","pm25",100.463012548912,95.2574921324961,NA
"ASIA (EX. NEAR EAST)","bihar","pm25",99.8917802683524,94.6862598519367,NA
"ASIA (EX. NEAR EAST)","delhi","pm25",101.687783261641,96.4822628452258,NA
"ASIA (EX. NEAR EAST)","gujarat","pm25",97.7919776502935,92.5864572338778,NA
"ASIA (EX. NEAR EAST)","haryana","pm25",100.200401348887,94.9948809324711,NA
"ASIA (EX. NEAR EAST)","in","pm25",96.258685601908,91.0531651854923,NA
"ASIA (EX. NEAR EAST)","jharkhand","pm25",99.9540714144506,94.7485509980349,NA
"ASIA (EX. NEAR EAST)","karnataka","pm25",97.4965462753212,92.2910258589055,NA
"ASIA (EX. NEAR EAST)","kerala","pm25",99.1574375764982,93.9519171600825,NA
"ASIA (EX. NEAR EAST)","madhya pradesh","pm25",101.954576805265,96.749056388849,NA
"ASIA (EX. NEAR EAST)","maharashtra","pm25",100.129860442549,94.9243400261337,NA
"ASIA (EX. NEAR EAST)","odisha","pm25",103.428668687872,98.2231482714568,NA
"ASIA (EX. NEAR EAST)","punjab","pm25",101.772517908901,96.5669974924853,88.9705778787837
"ASIA (EX. NEAR EAST)","rajasthan","pm25",101.126914162188,95.9213937457724,NA
"ASIA (EX. NEAR EAST)","tamil nadu","pm25",97.0965616945328,91.8910412781172,NA
"ASIA (EX. NEAR EAST)","telangana","pm25",97.9024502111348,92.6969297947191,NA
"ASIA (EX. NEAR EAST)","uttar pradesh","pm25",102.751718093472,97.5461976770559,NA
"ASIA (EX. NEAR EAST)","west bengal","pm25",99.2355410205637,94.030020604148,NA
"ASIA (EX. NEAR EAST)","la","pm25",83.2999713161937,78.094450899778,70.4980312860764
"ASIA (EX. NEAR EAST)","lk","pm25",62.5649068000647,57.359386383649,49.7629667699473
"ASIA (EX. NEAR EAST)","mm","pm25",57.7213559315783,52.5158355151626,44.919415901461
"ASIA (EX. NEAR EAST)","pk","pm25",90.0303906710324,84.8248702546167,77.2284506409151
"ASIA (EX. NEAR EAST)","<U+009E>ilina region","pm25",89.6592102958885,84.4536898794728,76.8572702657711
"ASIA (EX. NEAR EAST)","bansk<e1> bystrica region","pm25",88.1155895501661,82.9100691337505,75.3136495200488
"ASIA (EX. NEAR EAST)","bratislava region","pm25",91.6440910728118,86.4385706563961,78.8421510426945
"ASIA (EX. NEAR EAST)","ko<U+009A>ice region","pm25",88.5211011169079,83.3155807004922,75.7191610867906
"ASIA (EX. NEAR EAST)","nitra region","pm25",88.1771505575158,82.9716301411001,75.3752105273985
"ASIA (EX. NEAR EAST)","pre<U+009A>ov region","pm25",88.4873186943186,83.2817982779029,75.6853786642013
"ASIA (EX. NEAR EAST)","trenc<ed>n region","pm25",86.8281418677428,81.6226214513271,74.0262018376254
"ASIA (EX. NEAR EAST)","trnava region","pm25",88.5472964064561,83.3417759900404,75.7453563763388
"ASIA (EX. NEAR EAST)","vn","pm25",43.6739390581292,38.4684186417135,30.8719990280118
"ASIA (EX. NEAR EAST)","andhra pradesh","co",374.120231924208,255.912900640837,NA
"ASIA (EX. NEAR EAST)","assam","co",373.551521120367,255.344189836995,NA
"ASIA (EX. NEAR EAST)","bihar","co",372.980288839807,254.772957556436,NA
"ASIA (EX. NEAR EAST)","delhi","co",374.776291833097,256.568960549725,NA
"ASIA (EX. NEAR EAST)","gujarat","co",370.880486221749,252.673154938377,NA
"ASIA (EX. NEAR EAST)","haryana","co",373.288909920342,255.08157863697,NA
"ASIA (EX. NEAR EAST)","in","co",369.347194173363,251.139862889991,NA
"ASIA (EX. NEAR EAST)","karnataka","co",370.585054846776,252.377723563404,NA
"ASIA (EX. NEAR EAST)","kerala","co",372.245946147953,254.038614864581,NA
"ASIA (EX. NEAR EAST)","madhya pradesh","co",375.04308537672,256.835754093348,NA
"ASIA (EX. NEAR EAST)","maharashtra","co",373.218369014004,255.011037730633,NA
"ASIA (EX. NEAR EAST)","odisha","co",376.517177259327,258.309845975956,NA
"ASIA (EX. NEAR EAST)","punjab","co",374.861026480356,256.653695196984,NA
"ASIA (EX. NEAR EAST)","rajasthan","co",374.215422733643,256.008091450271,NA
"ASIA (EX. NEAR EAST)","tamil nadu","co",370.185070265988,251.977738982616,NA
"ASIA (EX. NEAR EAST)","telangana","co",370.99095878259,252.783627499218,NA
"ASIA (EX. NEAR EAST)","uttar pradesh","co",375.840226664927,257.632895381555,NA
"ASIA (EX. NEAR EAST)","west bengal","co",372.324049592019,254.116718308647,NA
"ASIA (EX. NEAR EAST)","<U+009E>ilina region","co",362.747718867343,244.540387583972,229.703974946132
"ASIA (EX. NEAR EAST)","bansk<e1> bystrica region","co",361.204098121621,242.996766838249,228.16035420041
"ASIA (EX. NEAR EAST)","bratislava region","co",364.732599644267,246.525268360895,231.688855723056
"ASIA (EX. NEAR EAST)","ko<U+009A>ice region","co",361.609609688363,NA,228.565865767152
"ASIA (EX. NEAR EAST)","nitra region","co",361.265659128971,NA,228.22191520776
"ASIA (EX. NEAR EAST)","pre<U+009A>ov region","co",361.575827265774,NA,228.532083344562
"ASIA (EX. NEAR EAST)","trenc<ed>n region","co",359.916650439198,NA,226.872906517987
"ASIA (EX. NEAR EAST)","trnava region","co",361.635804977911,NA,228.5920610567
"ASIA (EX. NEAR EAST)","th","co",342.499544403778,NA,209.455800482567
"ASIA (EX. NEAR EAST)","andhra pradesh","no2",188.869541885924,NA,NA
"ASIA (EX. NEAR EAST)","assam","no2",188.300831082082,NA,NA
"ASIA (EX. NEAR EAST)","bihar","no2",187.729598801523,NA,NA
"ASIA (EX. NEAR EAST)","delhi","no2",189.525601794812,NA,NA
"ASIA (EX. NEAR EAST)","gujarat","no2",185.629796183464,NA,NA
"ASIA (EX. NEAR EAST)","haryana","no2",188.038219882057,NA,NA
"ASIA (EX. NEAR EAST)","in","no2",184.096504135078,NA,NA
"ASIA (EX. NEAR EAST)","jharkhand","no2",187.791889947621,NA,NA
"ASIA (EX. NEAR EAST)","karnataka","no2",185.334364808491,NA,NA
"ASIA (EX. NEAR EAST)","kerala","no2",186.995256109668,NA,NA
"ASIA (EX. NEAR EAST)","madhya pradesh","no2",189.792395338435,NA,NA
"ASIA (EX. NEAR EAST)","maharashtra","no2",187.96767897572,NA,NA
"ASIA (EX. NEAR EAST)","odisha","no2",190.684281168856,NA,NA
"ASIA (EX. NEAR EAST)","punjab","no2",189.610336442071,NA,NA
"ASIA (EX. NEAR EAST)","rajasthan","no2",188.964732695358,NA,NA
"ASIA (EX. NEAR EAST)","tamil nadu","no2",184.934380227703,NA,NA
"ASIA (EX. NEAR EAST)","telangana","no2",185.740268744305,NA,NA
"ASIA (EX. NEAR EAST)","uttar pradesh","no2",190.589536626642,NA,NA
"ASIA (EX. NEAR EAST)","west bengal","no2",187.073359553734,NA,NA
"ASIA (EX. NEAR EAST)","<U+009E>ilina region","no2",177.497028829059,NA,93.0761034143771
"ASIA (EX. NEAR EAST)","bansk<e1> bystrica region","no2",175.953408083336,NA,91.5324826686548
"ASIA (EX. NEAR EAST)","bratislava region","no2",179.481909605982,NA,95.0609841913004
"ASIA (EX. NEAR EAST)","ko<U+009A>ice region","no2",176.358919650078,NA,91.9379942353965
"ASIA (EX. NEAR EAST)","nitra region","no2",176.014969090686,NA,91.5940436760044
"ASIA (EX. NEAR EAST)","pre<U+009A>ov region","no2",176.325137227489,NA,91.9042118128072
"ASIA (EX. NEAR EAST)","trenc<ed>n region","no2",174.665960400913,NA,90.2450349862314
"ASIA (EX. NEAR EAST)","trnava region","no2",176.385114939626,NA,91.9641895249448
"ASIA (EX. NEAR EAST)","th","no2",157.248854365493,NA,72.8279289508114
"ASIA (EX. NEAR EAST)","andhra pradesh","o3",109.932467531023,NA,NA
"ASIA (EX. NEAR EAST)","assam","o3",109.363756727182,NA,NA
"ASIA (EX. NEAR EAST)","bihar","o3",108.792524446622,NA,NA
"ASIA (EX. NEAR EAST)","delhi","o3",110.588527439911,NA,NA
"ASIA (EX. NEAR EAST)","gujarat","o3",106.692721828563,101.140448963501,NA
"ASIA (EX. NEAR EAST)","haryana","o3",109.101145527157,103.548872662095,NA
"ASIA (EX. NEAR EAST)","in","o3",105.159429780178,99.6071569151158,NA
"ASIA (EX. NEAR EAST)","jharkhand","o3",108.740867274546,103.188594409484,NA
"ASIA (EX. NEAR EAST)","karnataka","o3",106.397290453591,100.845017588529,NA
"ASIA (EX. NEAR EAST)","kerala","o3",108.058181754768,102.505908889706,NA
"ASIA (EX. NEAR EAST)","madhya pradesh","o3",110.855320983535,105.303048118473,NA
"ASIA (EX. NEAR EAST)","maharashtra","o3",109.030604620819,103.478331755757,NA
"ASIA (EX. NEAR EAST)","odisha","o3",112.040062106789,106.487789241727,NA
"ASIA (EX. NEAR EAST)","punjab","o3",110.673262087171,105.120989222109,NA
"ASIA (EX. NEAR EAST)","rajasthan","o3",110.027658340458,104.475385475396,NA
"ASIA (EX. NEAR EAST)","tamil nadu","o3",105.997305872803,100.445033007741,NA
"ASIA (EX. NEAR EAST)","telangana","o3",106.803194389405,101.250921524343,NA
"ASIA (EX. NEAR EAST)","uttar pradesh","o3",111.652462271742,106.100189406679,NA
"ASIA (EX. NEAR EAST)","west bengal","o3",108.136285198834,102.584012333772,NA
"ASIA (EX. NEAR EAST)","<U+009E>ilina region","o3",98.5599544741584,93.0076816090963,65.2767649861991
"ASIA (EX. NEAR EAST)","bansk<e1> bystrica region","o3",97.0163337284361,91.464060863374,63.7331442404767
"ASIA (EX. NEAR EAST)","bratislava region","o3",100.544835251082,94.9925623860197,67.2616457631224
"ASIA (EX. NEAR EAST)","ko<U+009A>ice region","o3",97.4218452951778,91.8695724301158,64.1386558072185
"ASIA (EX. NEAR EAST)","nitra region","o3",97.0778947357857,91.5256218707237,63.7947052478264
"ASIA (EX. NEAR EAST)","pre<U+009A>ov region","o3",97.3880628725885,91.8357900075264,64.1048733846292
"ASIA (EX. NEAR EAST)","trenc<ed>n region","o3",95.7288860460127,90.1766131809506,62.4456965580534
"ASIA (EX. NEAR EAST)","trnava region","o3",97.4480405847261,91.895767719664,64.1648510967667
"ASIA (EX. NEAR EAST)","th","o3",78.3117800105927,72.7595071455306,45.0285905226333
"ASIA (EX. NEAR EAST)","andhra pradesh","pm10",124.934226480694,72.622348623065,NA
"ASIA (EX. NEAR EAST)","assam","pm10",124.365515676852,72.0536378192233,NA
"ASIA (EX. NEAR EAST)","bihar","pm10",123.794283396293,71.4824055386639,NA
"ASIA (EX. NEAR EAST)","delhi","pm10",125.590286389582,73.278408531953,NA
"ASIA (EX. NEAR EAST)","gujarat","pm10",121.694480778234,69.382602920605,NA
"ASIA (EX. NEAR EAST)","haryana","pm10",124.102904476827,71.7910266191983,NA
"ASIA (EX. NEAR EAST)","in","pm10",120.161188729848,67.8493108722195,NA
"ASIA (EX. NEAR EAST)","jharkhand","pm10",123.856574542391,71.5446966847621,NA
"ASIA (EX. NEAR EAST)","karnataka","pm10",121.399049403262,69.0871715456327,NA
"ASIA (EX. NEAR EAST)","kerala","pm10",123.059940704439,70.7480628468097,NA
"ASIA (EX. NEAR EAST)","madhya pradesh","pm10",125.857079933205,73.5452020755762,NA
"ASIA (EX. NEAR EAST)","maharashtra","pm10",124.03236357049,71.7204857128609,NA
"ASIA (EX. NEAR EAST)","odisha","pm10",127.331171815813,75.019293958184,NA
"ASIA (EX. NEAR EAST)","punjab","pm10",125.675021036841,73.3631431792125,NA
"ASIA (EX. NEAR EAST)","rajasthan","pm10",125.029417290129,72.7175394324996,NA
"ASIA (EX. NEAR EAST)","tamil nadu","pm10",120.999064822473,68.6871869648444,NA
